,customer_id,observation_date,label,propensity_score
61,KH012415,2023-12-31,1,0.9933
62,KH010990,2023-12-31,1,0.9933
63,KH011234,2023-12-31,1,0.9932
64,KH011588,2023-12-31,1,0.9932
65,KH010128,2023-12-31,1,0.9932
66,KH010671,2023-12-31,1,0.9932
67,KH011689,2023-12-31,1,0.9932
68,KH010369,2023-12-31,1,0.9932
69,KH011515,2023-12-31,1,0.9931
70,KH010256,2023-12-31,1,0.9931
71,KH010814,2023-12-31,1,0.9931
72,KH010073,2023-12-31,1,0.9931
73,KH012986,2023-12-31,1,0.9931
74,KH011920,2023-12-31,1,0.9931
75,KH010693,2023-12-31,1,0.993
76,KH011109,2023-12-31,1,0.993
77,KH012156,2023-12-31,1,0.993
78,KH010487,2023-12-31,1,0.993
79,KH012863,2023-12-31,1,0.9929
80,KH012720,2023-12-31,1,0.9929
81,KH012509,2023-12-31,1,0.9929
82,KH011541,2023-12-31,1,0.9929
83,KH012657,2023-12-31,1,0.9928
84,KH011127,2023-12-31,1,0.9928
85,KH010870,2023-12-31,1,0.9928
86,KH010772,2023-12-31,1,0.9928
87,KH011870,2023-12-31,1,0.9928
88,KH010303,2023-12-31,1,0.9927
89,KH010486,2023-12-31,1,0.9927
90,KH010232,2023-12-31,1,0.9927
91,KH012778,2023-12-31,1,0.9927
92,KH010687,2023-12-31,1,0.9926
93,KH010649,2023-12-31,1,0.9926
94,KH012761,2023-12-31,1,0.9926
95,KH012887,2023-12-31,1,0.9925
96,KH012157,2023-12-31,1,0.9925
97,KH010845,2023-12-31,1,0.9925
98,KH010932,2023-12-31,1,0.9925
99,KH012424,2023-12-31,1,0.9925
100,KH012162,2023-12-31,1,0.9924
101,KH011392,2023-12-31,1,0.9924
102,KH010876,2023-12-31,1,0.9923
103,KH010778,2023-12-31,1,0.9923
104,KH011895,2023-12-31,1,0.9922
105,KH010531,2023-12-31,1,0.9922
106,KH010117,2023-12-31,1,0.9922
107,KH012821,2023-12-31,1,0.9922
108,KH011426,2023-12-31,1,0.9922
109,KH012306,2023-12-31,1,0.9922
110,KH012596,2023-12-31,1,0.9922
111,KH012231,2023-12-31,1,0.9922
112,KH010601,2023-12-31,1,0.9922
113,KH011210,2023-12-31,1,0.9921
114,KH012127,2023-12-31,1,0.9921
115,KH012255,2023-12-31,1,0.9921
116,KH010718,2023-12-31,1,0.9921
117,KH011836,2023-12-31,1,0.9921
118,KH010563,2023-12-31,1,0.9921
119,KH010134,2023-12-31,1,0.992
120,KH011427,2023-12-31,1,0.992
121,KH011216,2023-12-31,1,0.992
122,KH011033,2023-12-31,1,0.9919
123,KH011068,2023-12-31,1,0.9919
124,KH010227,2023-12-31,1,0.9919
125,KH011291,2023-12-31,1,0.9919
126,KH011063,2023-12-31,1,0.9918
127,KH010926,2023-12-31,1,0.9918
128,KH012759,2023-12-31,1,0.9918
129,KH011341,2023-12-31,1,0.9918
130,KH012510,2023-12-31,1,0.9918
131,KH012305,2023-12-31,1,0.9918
132,KH010091,2023-12-31,1,0.9918
133,KH011049,2023-12-31,1,0.9917
134,KH012207,2023-12-31,1,0.9917
135,KH010582,2023-12-31,1,0.9917
136,KH010478,2023-12-31,1,0.9917
137,KH012116,2023-12-31,1,0.9916
138,KH011782,2023-12-31,1,0.9916
139,KH011287,2023-12-31,1,0.9916
140,KH011209,2023-12-31,1,0.9916
141,KH010773,2023-12-31,1,0.9916
142,KH010052,2023-12-31,1,0.9915
143,KH012966,2023-12-31,1,0.9915
144,KH012445,2023-12-31,1,0.9915
145,KH012861,2023-12-31,1,0.9915
146,KH012298,2023-12-31,1,0.9914
147,KH011913,2023-12-31,1,0.9914
148,KH010360,2023-12-31,1,0.9914
149,KH011824,2023-12-31,1,0.9914
150,KH011682,2023-12-31,1,0.9914
151,KH010497,2023-12-31,1,0.9913
152,KH012626,2023-12-31,1,0.9913
153,KH010259,2023-12-31,1,0.9913
154,KH011711,2023-12-31,1,0.9913
155,KH012927,2023-12-31,1,0.9913
156,KH012357,2023-12-31,1,0.9913
157,KH011191,2023-12-31,1,0.9913
158,KH012899,2023-12-31,1,0.9912
159,KH011219,2023-12-31,1,0.9912
160,KH012089,2023-12-31,1,0.9911
161,KH010297,2023-12-31,1,0.9911
162,KH011254,2023-12-31,1,0.991
163,KH010794,2023-12-31,1,0.991
164,KH010937,2023-12-31,1,0.991
165,KH011861,2023-12-31,1,0.991
166,KH012367,2023-12-31,1,0.991
167,KH012940,2023-12-31,1,0.991
168,KH011787,2023-12-31,1,0.9909
169,KH011819,2023-12-31,1,0.9909
170,KH012742,2023-12-31,1,0.9909
171,KH011330,2023-12-31,1,0.9909
172,KH012871,2023-12-31,1,0.9909
173,KH012222,2023-12-31,1,0.9909
174,KH011995,2023-12-31,1,0.9909
175,KH012835,2023-12-31,1,0.9909
176,KH012098,2023-12-31,1,0.9909
177,KH010433,2023-12-31,1,0.9909
178,KH012087,2023-12-31,1,0.9909
179,KH012325,2023-12-31,1,0.9908
180,KH011906,2023-12-31,1,0.9908
181,KH012267,2023-12-31,1,0.9908
182,KH011970,2023-12-31,1,0.9908
183,KH012645,2023-12-31,1,0.9908
184,KH010730,2023-12-31,1,0.9908
185,KH012952,2023-12-31,1,0.9907
186,KH012218,2023-12-31,1,0.9907
187,KH012340,2023-12-31,1,0.9907
188,KH010908,2023-12-31,1,0.9907
189,KH011166,2023-12-31,1,0.9906
190,KH010714,2023-12-31,1,0.9906
191,KH010924,2023-12-31,1,0.9906
192,KH011212,2023-12-31,1,0.9906
193,KH012463,2023-12-31,1,0.9906
194,KH012980,2023-12-31,1,0.9906
195,KH010345,2023-12-31,1,0.9905
196,KH012465,2023-12-31,1,0.9905
197,KH011942,2023-12-31,1,0.9905
198,KH012727,2023-12-31,1,0.9904
199,KH010977,2023-12-31,1,0.9904
200,KH010447,2023-12-31,1,0.9904
201,KH012671,2023-12-31,1,0.9904
202,KH010829,2023-12-31,1,0.9904
203,KH012066,2023-12-31,1,0.9904
204,KH010749,2023-12-31,1,0.9904
205,KH012809,2023-12-31,1,0.9903
206,KH012467,2023-12-31,1,0.9903
207,KH012506,2023-12-31,1,0.9903
208,KH010136,2023-12-31,1,0.9902
209,KH010071,2023-12-31,1,0.9902
210,KH011892,2023-12-31,1,0.9902
211,KH011899,2023-12-31,1,0.9902
212,KH011401,2023-12-31,1,0.9901
213,KH011217,2023-12-31,1,0.9901
214,KH010353,2023-12-31,1,0.9901
215,KH010498,2023-12-31,1,0.9901
216,KH012007,2023-12-31,1,0.9901
217,KH010347,2023-12-31,1,0.9901
218,KH012697,2023-12-31,1,0.99
219,KH011281,2023-12-31,1,0.99
220,KH010386,2023-12-31,1,0.99
221,KH011549,2023-12-31,1,0.99
222,KH012597,2023-12-31,1,0.9899
223,KH012167,2023-12-31,1,0.9899
224,KH012282,2023-12-31,1,0.9899
225,KH011999,2023-12-31,1,0.9899
226,KH012302,2023-12-31,1,0.9899
227,KH011733,2023-12-31,1,0.9899
228,KH010875,2023-12-31,1,0.9898
229,KH011066,2023-12-31,1,0.9898
230,KH010107,2023-12-31,1,0.9897
231,KH010019,2023-12-31,1,0.9897
232,KH012111,2023-12-31,1,0.9897
233,KH011668,2023-12-31,1,0.9897
234,KH010043,2023-12-31,1,0.9897
235,KH011990,2023-12-31,1,0.9897
236,KH011185,2023-12-31,1,0.9896
237,KH012755,2023-12-31,1,0.9896
238,KH011376,2023-12-31,1,0.9895
239,KH012221,2023-12-31,1,0.9895
240,KH012027,2023-12-31,1,0.9895
241,KH010380,2023-12-31,1,0.9895
242,KH012758,2023-12-31,1,0.9895
243,KH012906,2023-12-31,1,0.9894
244,KH011839,2023-12-31,1,0.9894
245,KH010300,2023-12-31,1,0.9893
246,KH011409,2023-12-31,1,0.9893
247,KH011758,2023-12-31,1,0.9893
248,KH012204,2023-12-31,1,0.9892
249,KH012349,2023-12-31,1,0.9892
250,KH010824,2023-12-31,1,0.9892
251,KH010922,2023-12-31,1,0.9892
252,KH012042,2023-12-31,1,0.9892
253,KH011145,2023-12-31,1,0.9891
254,KH012387,2023-12-31,1,0.9891
255,KH012008,2023-12-31,1,0.9891
256,KH011224,2023-12-31,1,0.9891
257,KH012572,2023-12-31,1,0.9891
258,KH011569,2023-12-31,1,0.989
259,KH011340,2023-12-31,1,0.989
260,KH012513,2023-12-31,1,0.989
261,KH011901,2023-12-31,1,0.9889
262,KH011182,2023-12-31,1,0.9889
263,KH010065,2023-12-31,1,0.9888
264,KH010667,2023-12-31,1,0.9888
265,KH011628,2023-12-31,1,0.9888
266,KH012466,2023-12-31,1,0.9888
267,KH011362,2023-12-31,1,0.9887
268,KH010783,2023-12-31,1,0.9887
269,KH012944,2023-12-31,1,0.9887
270,KH011543,2023-12-31,1,0.9887
271,KH011815,2023-12-31,1,0.9886
272,KH011708,2023-12-31,1,0.9886
273,KH011146,2023-12-31,1,0.9886
274,KH011841,2023-12-31,1,0.9886
275,KH011495,2023-12-31,1,0.9886
276,KH012175,2023-12-31,1,0.9886
277,KH011765,2023-12-31,1,0.9885
278,KH012813,2023-12-31,1,0.9885
279,KH012881,2023-12-31,1,0.9885
280,KH011504,2023-12-31,1,0.9884
281,KH010777,2023-12-31,1,0.9884
282,KH010115,2023-12-31,1,0.9884
283,KH010914,2023-12-31,1,0.9883
284,KH011056,2023-12-31,1,0.9883
285,KH010500,2023-12-31,1,0.9883
286,KH011734,2023-12-31,1,0.9882
287,KH011766,2023-12-31,1,0.9882
288,KH010287,2023-12-31,1,0.9882
289,KH010261,2023-12-31,1,0.9882
290,KH010930,2023-12-31,1,0.9882
291,KH012331,2023-12-31,1,0.9882
292,KH011857,2023-12-31,1,0.9882
293,KH012414,2023-12-31,1,0.9882
294,KH011938,2023-12-31,1,0.9881
295,KH011568,2023-12-31,1,0.9881
296,KH012841,2023-12-31,1,0.9881
297,KH012198,2023-12-31,1,0.988
298,KH010897,2023-12-31,1,0.9879
299,KH010383,2023-12-31,1,0.9879
300,KH012372,2023-12-31,1,0.9879
301,KH011353,2023-12-31,1,0.9878
302,KH010650,2023-12-31,1,0.9878
303,KH011767,2023-12-31,1,0.9878
304,KH011168,2023-12-31,1,0.9878
305,KH010404,2023-12-31,1,0.9878
306,KH011484,2023-12-31,1,0.9877
307,KH011716,2023-12-31,1,0.9877
308,KH012620,2023-12-31,1,0.9877
309,KH010146,2023-12-31,1,0.9877
310,KH010080,2023-12-31,1,0.9876
311,KH012436,2023-12-31,1,0.9876
312,KH010509,2023-12-31,1,0.9876
313,KH010893,2023-12-31,1,0.9876
314,KH012474,2023-12-31,1,0.9875
315,KH011966,2023-12-31,1,0.9875
316,KH011886,2023-12-31,1,0.9875
317,KH010864,2023-12-31,1,0.9874
318,KH012956,2023-12-31,1,0.9873
319,KH010525,2023-12-31,1,0.9873
320,KH012982,2023-12-31,1,0.9873
321,KH011536,2023-12-31,1,0.9873
322,KH011662,2023-12-31,1,0.9873
323,KH010633,2023-12-31,1,0.9873
324,KH010874,2023-12-31,1,0.9872
325,KH010712,2023-12-31,1,0.9872
326,KH010229,2023-12-31,1,0.9872
327,KH010515,2023-12-31,1,0.9872
328,KH011085,2023-12-31,1,0.9872
329,KH012993,2023-12-31,1,0.9872
330,KH011479,2023-12-31,1,0.9871
331,KH010023,2023-12-31,1,0.9871
332,KH010488,2023-12-31,1,0.9871
333,KH011943,2023-12-31,1,0.9871
334,KH012079,2023-12-31,1,0.9871
335,KH011491,2023-12-31,1,0.9871
336,KH011521,2023-12-31,1,0.9871
337,KH011431,2023-12-31,1,0.987
338,KH012592,2023-12-31,1,0.987
339,KH010872,2023-12-31,1,0.987
340,KH012059,2023-12-31,1,0.9869
341,KH010057,2023-12-31,1,0.9869
342,KH010055,2023-12-31,1,0.9868
343,KH010811,2023-12-31,1,0.9868
344,KH011047,2023-12-31,1,0.9868
345,KH010629,2023-12-31,1,0.9868
346,KH010634,2023-12-31,1,0.9868
347,KH012279,2023-12-31,1,0.9868
348,KH012496,2023-12-31,1,0.9867
349,KH010697,2023-12-31,1,0.9866
350,KH012319,2023-12-31,1,0.9866
351,KH011229,2023-12-31,1,0.9866
352,KH011779,2023-12-31,1,0.9866
353,KH012210,2023-12-31,1,0.9865
354,KH010090,2023-12-31,1,0.9865
355,KH011120,2023-12-31,1,0.9865
356,KH012851,2023-12-31,1,0.9864
357,KH011456,2023-12-31,1,0.9864
358,KH011286,2023-12-31,1,0.9864
359,KH010964,2023-12-31,1,0.9864
360,KH011855,2023-12-31,1,0.9863
361,KH011891,2023-12-31,1,0.9863
362,KH010987,2023-12-31,1,0.9863
363,KH010850,2023-12-31,1,0.9863
364,KH011245,2023-12-31,1,0.9863
365,KH010708,2023-12-31,1,0.9863
366,KH011061,2023-12-31,1,0.9862
367,KH012234,2023-12-31,1,0.9862
368,KH010613,2023-12-31,1,0.9862
369,KH011320,2023-12-31,1,0.9862
370,KH012511,2023-12-31,1,0.9862
371,KH011688,2023-12-31,1,0.9862
372,KH010420,2023-12-31,1,0.9861
373,KH010424,2023-12-31,1,0.9861
374,KH012873,2023-12-31,1,0.9861
375,KH012160,2023-12-31,1,0.9861
376,KH012822,2023-12-31,1,0.9861
377,KH012295,2023-12-31,1,0.9861
378,KH012945,2023-12-31,1,0.9861
379,KH011346,2023-12-31,1,0.9861
380,KH011640,2023-12-31,1,0.986
381,KH010222,2023-12-31,1,0.986
382,KH010727,2023-12-31,1,0.986
383,KH012885,2023-12-31,1,0.986
384,KH011739,2023-12-31,1,0.986
385,KH012480,2023-12-31,1,0.986
386,KH011082,2023-12-31,1,0.986
387,KH011025,2023-12-31,1,0.986
388,KH011480,2023-12-31,1,0.986
389,KH010597,2023-12-31,1,0.986
390,KH011713,2023-12-31,1,0.9859
391,KH010331,2023-12-31,1,0.9859
392,KH011925,2023-12-31,1,0.9859
393,KH012984,2023-12-31,1,0.9859
394,KH012501,2023-12-31,1,0.9859
395,KH011866,2023-12-31,1,0.9859
396,KH012004,2023-12-31,1,0.9858
397,KH010387,2023-12-31,1,0.9858
398,KH011156,2023-12-31,1,0.9857
399,KH010533,2023-12-31,1,0.9857
400,KH010792,2023-12-31,1,0.9857
401,KH011975,2023-12-31,1,0.9856
402,KH012155,2023-12-31,1,0.9856
403,KH011482,2023-12-31,1,0.9856
404,KH010318,2023-12-31,1,0.9856
405,KH011402,2023-12-31,1,0.9856
406,KH012493,2023-12-31,1,0.9855
407,KH012812,2023-12-31,1,0.9855
408,KH012687,2023-12-31,1,0.9854
409,KH011527,2023-12-31,1,0.9854
410,KH010018,2023-12-31,1,0.9853
411,KH011268,2023-12-31,1,0.9853
412,KH012497,2023-12-31,1,0.9853
413,KH012391,2023-12-31,1,0.9852
414,KH012907,2023-12-31,1,0.9852
415,KH011379,2023-12-31,1,0.9852
416,KH011009,2023-12-31,1,0.9852
417,KH011859,2023-12-31,1,0.9852
418,KH012712,2023-12-31,1,0.9852
419,KH012006,2023-12-31,1,0.9851
420,KH010046,2023-12-31,1,0.9851
421,KH012734,2023-12-31,1,0.9851
422,KH011754,2023-12-31,1,0.985
423,KH011319,2023-12-31,1,0.985
424,KH010093,2023-12-31,1,0.9849
425,KH010009,2023-12-31,1,0.9849
426,KH011356,2023-12-31,1,0.9849
427,KH011630,2023-12-31,1,0.9848
428,KH010653,2023-12-31,1,0.9847
429,KH010756,2023-12-31,1,0.9847
430,KH010831,2023-12-31,1,0.9847
431,KH010119,2023-12-31,1,0.9847
432,KH010561,2023-12-31,1,0.9846
433,KH010236,2023-12-31,1,0.9846
434,KH011288,2023-12-31,1,0.9846
435,KH011561,2023-12-31,1,0.9845
436,KH010092,2023-12-31,1,0.9845
437,KH011405,2023-12-31,1,0.9845
438,KH011612,2023-12-31,1,0.9845
439,KH010289,2023-12-31,1,0.9845
440,KH012911,2023-12-31,1,0.9845
441,KH010371,2023-12-31,1,0.9844
442,KH012290,2023-12-31,1,0.9844
443,KH011954,2023-12-31,1,0.9844
444,KH010622,2023-12-31,1,0.9843
445,KH011179,2023-12-31,1,0.9843
446,KH010321,2023-12-31,1,0.9842
447,KH012412,2023-12-31,1,0.9842
448,KH010048,2023-12-31,1,0.9842
449,KH012161,2023-12-31,1,0.9842
450,KH012641,2023-12-31,1,0.984
451,KH011451,2023-12-31,1,0.984
452,KH011698,2023-12-31,1,0.984
453,KH011763,2023-12-31,1,0.9839
454,KH011919,2023-12-31,1,0.9838
455,KH010302,2023-12-31,1,0.9838
456,KH012928,2023-12-31,1,0.9838
457,KH011007,2023-12-31,1,0.9836
458,KH011262,2023-12-31,1,0.9836
459,KH011780,2023-12-31,1,0.9835
460,KH010734,2023-12-31,1,0.9835
461,KH012363,2023-12-31,1,0.9835
462,KH011873,2023-12-31,1,0.9835
463,KH011964,2023-12-31,1,0.9835
464,KH012459,2023-12-31,1,0.9835
465,KH011211,2023-12-31,1,0.9835
466,KH011158,2023-12-31,1,0.9835
467,KH010608,2023-12-31,1,0.9835
468,KH012628,2023-12-31,1,0.9834
469,KH012795,2023-12-31,1,0.9834
470,KH012716,2023-12-31,1,0.9833
471,KH010975,2023-12-31,1,0.9833
472,KH010663,2023-12-31,1,0.9833
473,KH010294,2023-12-31,1,0.9832
474,KH011587,2023-12-31,1,0.9831
475,KH010567,2023-12-31,1,0.983
476,KH011879,2023-12-31,1,0.983
477,KH011310,2023-12-31,1,0.9829
478,KH012486,2023-12-31,1,0.9829
479,KH010559,2023-12-31,1,0.9829
480,KH012309,2023-12-31,1,0.9829
481,KH011292,2023-12-31,1,0.9829
482,KH010920,2023-12-31,1,0.9828
483,KH011829,2023-12-31,1,0.9828
484,KH012056,2023-12-31,1,0.9828
485,KH012921,2023-12-31,1,0.9828
486,KH010409,2023-12-31,1,0.9828
487,KH010225,2023-12-31,1,0.9826
488,KH011656,2023-12-31,1,0.9826
489,KH011157,2023-12-31,1,0.9826
490,KH011747,2023-12-31,1,0.9826
491,KH011875,2023-12-31,1,0.9825
492,KH010988,2023-12-31,1,0.9825
493,KH010881,2023-12-31,1,0.9824
494,KH010637,2023-12-31,1,0.9823
495,KH011924,2023-12-31,1,0.9821
496,KH011051,2023-12-31,1,0.9821
497,KH011385,2023-12-31,1,0.982
498,KH012187,2023-12-31,1,0.982
499,KH010529,2023-12-31,1,0.9818
500,KH010512,2023-12-31,1,0.9817
501,KH012864,2023-12-31,1,0.9816
502,KH012957,2023-12-31,1,0.9816
503,KH010822,2023-12-31,1,0.9816
504,KH011241,2023-12-31,1,0.9815
505,KH011545,2023-12-31,1,0.9814
506,KH011432,2023-12-31,1,0.9813
507,KH012437,2023-12-31,1,0.9812
508,KH010276,2023-12-31,1,0.9811
509,KH010490,2023-12-31,1,0.9811
510,KH011528,2023-12-31,1,0.981
511,KH010940,2023-12-31,1,0.9809
512,KH010425,2023-12-31,1,0.9808
513,KH012164,2023-12-31,1,0.9808
514,KH010598,2023-12-31,1,0.9807
515,KH012566,2023-12-31,1,0.9807
516,KH011889,2023-12-31,1,0.9807
517,KH010014,2023-12-31,1,0.9806
518,KH011614,2023-12-31,1,0.9805
519,KH012136,2023-12-31,1,0.9804
520,KH011998,2023-12-31,1,0.9804
521,KH011647,2023-12-31,1,0.9804
522,KH011820,2023-12-31,1,0.9803
523,KH012706,2023-12-31,1,0.9802
524,KH010113,2023-12-31,1,0.9802
525,KH011701,2023-12-31,1,0.98
526,KH011599,2023-12-31,1,0.98
527,KH012615,2023-12-31,1,0.98
528,KH010219,2023-12-31,1,0.98
529,KH012060,2023-12-31,1,0.98
530,KH010573,2023-12-31,1,0.9799
531,KH011305,2023-12-31,1,0.9798
532,KH012052,2023-12-31,1,0.9798
533,KH012777,2023-12-31,1,0.9797
534,KH012431,2023-12-31,1,0.9797
535,KH012516,2023-12-31,1,0.9797
536,KH010540,2023-12-31,1,0.9797
537,KH012192,2023-12-31,1,0.9797
538,KH012388,2023-12-31,1,0.9797
539,KH011078,2023-12-31,1,0.9797
540,KH010696,2023-12-31,1,0.9795
541,KH010646,2023-12-31,1,0.9795
542,KH012949,2023-12-31,1,0.9794
543,KH011705,2023-12-31,1,0.9794
544,KH010665,2023-12-31,1,0.9794
545,KH011276,2023-12-31,1,0.9793
546,KH012400,2023-12-31,1,0.9792
547,KH010595,2023-12-31,1,0.9792
548,KH010640,2023-12-31,1,0.9792
549,KH011343,2023-12-31,1,0.9792
550,KH010099,2023-12-31,1,0.9792
551,KH012215,2023-12-31,1,0.9792
552,KH012324,2023-12-31,1,0.9791
553,KH010338,2023-12-31,1,0.979
554,KH010965,2023-12-31,1,0.979
555,KH012971,2023-12-31,1,0.979
556,KH011098,2023-12-31,1,0.979
557,KH010328,2023-12-31,1,0.9789
558,KH011654,2023-12-31,1,0.9788
559,KH011556,2023-12-31,1,0.9788
560,KH010758,2023-12-31,1,0.9787
561,KH010915,2023-12-31,1,0.9787
562,KH012313,2023-12-31,1,0.9787
563,KH010769,2023-12-31,1,0.9786
564,KH012121,2023-12-31,1,0.9786
565,KH010070,2023-12-31,1,0.9785
566,KH012315,2023-12-31,1,0.9785
567,KH010853,2023-12-31,1,0.9785
568,KH011996,2023-12-31,1,0.9785
569,KH012514,2023-12-31,1,0.9784
570,KH011249,2023-12-31,1,0.9783
571,KH012478,2023-12-31,1,0.9783
572,KH012582,2023-12-31,1,0.9783
573,KH011471,2023-12-31,1,0.9783
574,KH010621,2023-12-31,1,0.9782
575,KH011940,2023-12-31,1,0.9782
576,KH011326,2023-12-31,1,0.9782
577,KH011910,2023-12-31,1,0.9782
578,KH010648,2023-12-31,1,0.9782
579,KH011043,2023-12-31,1,0.9781
580,KH011997,2023-12-31,1,0.978
581,KH012032,2023-12-31,1,0.978
582,KH011257,2023-12-31,1,0.978
583,KH012782,2023-12-31,1,0.978
584,KH012991,2023-12-31,1,0.978
585,KH010532,2023-12-31,1,0.9779
586,KH012037,2023-12-31,1,0.9778
587,KH011806,2023-12-31,1,0.9777
588,KH010293,2023-12-31,1,0.9776
589,KH011197,2023-12-31,1,0.9776
590,KH010356,2023-12-31,1,0.9776
591,KH010155,2023-12-31,1,0.9775
592,KH010969,2023-12-31,1,0.9775
593,KH012395,2023-12-31,1,0.9775
594,KH011164,2023-12-31,1,0.9774
595,KH012950,2023-12-31,1,0.9773
596,KH011617,2023-12-31,1,0.9773
597,KH011502,2023-12-31,1,0.9773
598,KH010537,2023-12-31,1,0.9772
599,KH010581,2023-12-31,1,0.9772
600,KH010185,2023-12-31,1,0.9771
601,KH011604,2023-12-31,1,0.977
602,KH011499,2023-12-31,1,0.977
603,KH011822,2023-12-31,1,0.9769
604,KH012033,2023-12-31,1,0.9769
605,KH010886,2023-12-31,1,0.9768
606,KH010340,2023-12-31,1,0.9767
607,KH012575,2023-12-31,1,0.9767
608,KH011666,2023-12-31,1,0.9766
609,KH010363,2023-12-31,1,0.9766
610,KH012094,2023-12-31,1,0.9765
611,KH010299,2023-12-31,1,0.9764
612,KH011472,2023-12-31,1,0.9763
613,KH010441,2023-12-31,1,0.9763
614,KH011946,2023-12-31,1,0.9763
615,KH010125,2023-12-31,1,0.9763
616,KH010250,2023-12-31,1,0.9763
617,KH011570,2023-12-31,1,0.9762
618,KH010846,2023-12-31,1,0.9762
619,KH012954,2023-12-31,1,0.9761
620,KH012557,2023-12-31,1,0.9761
621,KH012529,2023-12-31,1,0.976
622,KH011026,2023-12-31,1,0.976
623,KH012858,2023-12-31,1,0.9759
624,KH010767,2023-12-31,1,0.9759
625,KH011088,2023-12-31,1,0.9759
626,KH012092,2023-12-31,1,0.9758
627,KH011465,2023-12-31,1,0.9758
628,KH011616,2023-12-31,1,0.9758
629,KH011408,2023-12-31,1,0.9757
630,KH010790,2023-12-31,1,0.9757
631,KH012283,2023-12-31,1,0.9756
632,KH012785,2023-12-31,1,0.9756
633,KH011576,2023-12-31,1,0.9755
634,KH011877,2023-12-31,1,0.9754
635,KH012495,2023-12-31,1,0.9753
636,KH011907,2023-12-31,1,0.9753
637,KH012508,2023-12-31,1,0.9752
638,KH011743,2023-12-31,1,0.9752
639,KH011777,2023-12-31,1,0.9751
640,KH011074,2023-12-31,1,0.9751
641,KH010638,2023-12-31,1,0.975
642,KH011152,2023-12-31,1,0.975
643,KH011422,2023-12-31,1,0.975
644,KH010164,2023-12-31,1,0.9749
645,KH012347,2023-12-31,1,0.9749
646,KH011364,2023-12-31,1,0.9747
647,KH010639,2023-12-31,1,0.9747
648,KH010440,2023-12-31,1,0.9746
649,KH012995,2023-12-31,1,0.9744
650,KH010008,2023-12-31,1,0.9744
651,KH010112,2023-12-31,1,0.9743
652,KH010695,2023-12-31,1,0.9743
653,KH012377,2023-12-31,1,0.9742
654,KH011794,2023-12-31,1,0.9742
655,KH011649,2023-12-31,1,0.974
656,KH011566,2023-12-31,1,0.974
657,KH011944,2023-12-31,1,0.974
658,KH010705,2023-12-31,1,0.9739
659,KH011359,2023-12-31,1,0.9739
660,KH010145,2023-12-31,1,0.9739
661,KH012297,2023-12-31,1,0.9738
662,KH011740,2023-12-31,1,0.9738
663,KH012648,2023-12-31,1,0.9737
664,KH010242,2023-12-31,1,0.9737
665,KH011934,2023-12-31,1,0.9736
666,KH012068,2023-12-31,1,0.9736
667,KH010471,2023-12-31,1,0.9736
