customer_id,label_window_start,label_window_end,converted
KH000222,2023-07-01,2023-09-30,0
KH000223,2023-07-01,2023-09-30,0
KH000224,2023-07-01,2023-09-30,1
KH000225,2023-07-01,2023-09-30,1
KH000226,2023-07-01,2023-09-30,1
KH000227,2023-07-01,2023-09-30,0
KH000228,2023-07-01,2023-09-30,1
KH000229,2023-07-01,2023-09-30,0
KH000230,2023-07-01,2023-09-30,1
KH000231,2023-07-01,2023-09-30,1
KH000232,2023-07-01,2023-09-30,0
KH000233,2023-07-01,2023-09-30,0
KH000234,2023-07-01,2023-09-30,0
KH000235,2023-07-01,2023-09-30,1
KH000236,2023-07-01,2023-09-30,1
KH000237,2023-07-01,2023-09-30,1
KH000238,2023-07-01,2023-09-30,0
KH000239,2023-07-01,2023-09-30,1
KH000240,2023-07-01,2023-09-30,1
KH000241,2023-07-01,2023-09-30,1
KH000242,2023-07-01,2023-09-30,1
KH000243,2023-07-01,2023-09-30,1
KH000244,2023-07-01,2023-09-30,1
KH000245,2023-07-01,2023-09-30,1
KH000246,2023-07-01,2023-09-30,1
KH000247,2023-07-01,2023-09-30,1
KH000248,2023-07-01,2023-09-30,1
KH000249,2023-07-01,2023-09-30,1
KH000250,2023-07-01,2023-09-30,0
KH000251,2023-07-01,2023-09-30,1
KH000252,2023-07-01,2023-09-30,1
KH000253,2023-07-01,2023-09-30,1
KH000254,2023-07-01,2023-09-30,0
KH000255,2023-07-01,2023-09-30,0
KH000256,2023-07-01,2023-09-30,1
KH000257,2023-07-01,2023-09-30,1
KH000258,2023-07-01,2023-09-30,1
KH000259,2023-07-01,2023-09-30,1
KH000260,2023-07-01,2023-09-30,1
KH000261,2023-07-01,2023-09-30,0
KH000262,2023-07-01,2023-09-30,0
KH000263,2023-07-01,2023-09-30,0
KH000264,2023-07-01,2023-09-30,1
KH000265,2023-07-01,2023-09-30,1
KH000266,2023-07-01,2023-09-30,1
KH000267,2023-07-01,2023-09-30,1
KH000268,2023-07-01,2023-09-30,1
KH000269,2023-07-01,2023-09-30,1
KH000270,2023-07-01,2023-09-30,1
KH000271,2023-07-01,2023-09-30,1
KH000272,2023-07-01,2023-09-30,1
KH000273,2023-07-01,2023-09-30,1
KH000274,2023-07-01,2023-09-30,1
KH000275,2023-07-01,2023-09-30,1
KH000276,2023-07-01,2023-09-30,1
KH000277,2023-07-01,2023-09-30,1
KH000278,2023-07-01,2023-09-30,1
KH000279,2023-07-01,2023-09-30,1
KH000280,2023-07-01,2023-09-30,1
KH000281,2023-07-01,2023-09-30,0
KH000282,2023-07-01,2023-09-30,0
KH000283,2023-07-01,2023-09-30,1
KH000284,2023-07-01,2023-09-30,1
KH000285,2023-07-01,2023-09-30,1
KH000286,2023-07-01,2023-09-30,1
KH000287,2023-07-01,2023-09-30,1
KH000288,2023-07-01,2023-09-30,0
KH000289,2023-07-01,2023-09-30,0
KH000290,2023-07-01,2023-09-30,1
KH000291,2023-07-01,2023-09-30,1
KH000292,2023-07-01,2023-09-30,0
KH000293,2023-07-01,2023-09-30,1
KH000294,2023-07-01,2023-09-30,1
KH000295,2023-07-01,2023-09-30,1
KH000296,2023-07-01,2023-09-30,0
KH000297,2023-07-01,2023-09-30,1
KH000298,2023-07-01,2023-09-30,1
KH000299,2023-07-01,2023-09-30,1
KH000300,2023-07-01,2023-09-30,1
KH000301,2023-07-01,2023-09-30,0
KH000302,2023-07-01,2023-09-30,1
KH000303,2023-07-01,2023-09-30,1
KH000304,2023-07-01,2023-09-30,1
KH000305,2023-07-01,2023-09-30,0
KH000306,2023-07-01,2023-09-30,1
KH000307,2023-07-01,2023-09-30,1
KH000308,2023-07-01,2023-09-30,1
KH000309,2023-07-01,2023-09-30,1
KH000310,2023-07-01,2023-09-30,1
KH000311,2023-07-01,2023-09-30,1
KH000312,2023-07-01,2023-09-30,0
KH000313,2023-07-01,2023-09-30,1
KH000314,2023-07-01,2023-09-30,1
KH000315,2023-07-01,2023-09-30,1
KH000316,2023-07-01,2023-09-30,1
KH000317,2023-07-01,2023-09-30,0
KH000318,2023-07-01,2023-09-30,0
KH000319,2023-07-01,2023-09-30,1
KH000320,2023-07-01,2023-09-30,1
KH000321,2023-07-01,2023-09-30,1
KH000322,2023-07-01,2023-09-30,1
KH000323,2023-07-01,2023-09-30,1
KH000324,2023-07-01,2023-09-30,1
KH000325,2023-07-01,2023-09-30,1
KH000326,2023-07-01,2023-09-30,1
KH000327,2023-07-01,2023-09-30,1
KH000328,2023-07-01,2023-09-30,1
KH000329,2023-07-01,2023-09-30,1
KH000330,2023-07-01,2023-09-30,0
KH000331,2023-07-01,2023-09-30,0
KH000332,2023-07-01,2023-09-30,1
KH000333,2023-07-01,2023-09-30,1
KH000334,2023-07-01,2023-09-30,1
KH000335,2023-07-01,2023-09-30,1
KH000336,2023-07-01,2023-09-30,0
KH000337,2023-07-01,2023-09-30,1
KH000338,2023-07-01,2023-09-30,1
KH000339,2023-07-01,2023-09-30,0
KH000340,2023-07-01,2023-09-30,0
KH000341,2023-07-01,2023-09-30,1
KH000342,2023-07-01,2023-09-30,1
KH000343,2023-07-01,2023-09-30,0
KH000344,2023-07-01,2023-09-30,1
KH000345,2023-07-01,2023-09-30,0
KH000346,2023-07-01,2023-09-30,1
KH000347,2023-07-01,2023-09-30,1
KH000348,2023-07-01,2023-09-30,1
KH000349,2023-07-01,2023-09-30,0
KH000350,2023-07-01,2023-09-30,1
KH000351,2023-07-01,2023-09-30,1
KH000352,2023-07-01,2023-09-30,1
KH000353,2023-07-01,2023-09-30,0
KH000354,2023-07-01,2023-09-30,1
KH000355,2023-07-01,2023-09-30,1
KH000356,2023-07-01,2023-09-30,1
KH000357,2023-07-01,2023-09-30,0
KH000358,2023-07-01,2023-09-30,1
KH000359,2023-07-01,2023-09-30,1
KH000360,2023-07-01,2023-09-30,1
KH000361,2023-07-01,2023-09-30,1
KH000362,2023-07-01,2023-09-30,1
KH000363,2023-07-01,2023-09-30,0
KH000364,2023-07-01,2023-09-30,0
KH000365,2023-07-01,2023-09-30,0
KH000366,2023-07-01,2023-09-30,1
KH000367,2023-07-01,2023-09-30,0
KH000368,2023-07-01,2023-09-30,0
KH000369,2023-07-01,2023-09-30,1
KH000370,2023-07-01,2023-09-30,1
KH000371,2023-07-01,2023-09-30,1
KH000372,2023-07-01,2023-09-30,1
KH000373,2023-07-01,2023-09-30,0
KH000374,2023-07-01,2023-09-30,0
KH000375,2023-07-01,2023-09-30,1
KH000376,2023-07-01,2023-09-30,1
KH000377,2023-07-01,2023-09-30,1
KH000378,2023-07-01,2023-09-30,0
KH000379,2023-07-01,2023-09-30,1
KH000380,2023-07-01,2023-09-30,1
KH000381,2023-07-01,2023-09-30,1
KH000382,2023-07-01,2023-09-30,1
KH000383,2023-07-01,2023-09-30,0
KH000384,2023-07-01,2023-09-30,1
KH000385,2023-07-01,2023-09-30,1
KH000386,2023-07-01,2023-09-30,1
KH000387,2023-07-01,2023-09-30,1
KH000388,2023-07-01,2023-09-30,1
KH000389,2023-07-01,2023-09-30,1
KH000390,2023-07-01,2023-09-30,1
KH000391,2023-07-01,2023-09-30,1
KH000392,2023-07-01,2023-09-30,1
KH000393,2023-07-01,2023-09-30,0
KH000394,2023-07-01,2023-09-30,1
KH000395,2023-07-01,2023-09-30,0
KH000396,2023-07-01,2023-09-30,1
KH000397,2023-07-01,2023-09-30,1
KH000398,2023-07-01,2023-09-30,1
KH000399,2023-07-01,2023-09-30,1
KH000400,2023-07-01,2023-09-30,1
KH000401,2023-07-01,2023-09-30,1
KH000402,2023-07-01,2023-09-30,1
KH000403,2023-07-01,2023-09-30,1
KH000404,2023-07-01,2023-09-30,0
KH000405,2023-07-01,2023-09-30,1
KH000406,2023-07-01,2023-09-30,0
KH000407,2023-07-01,2023-09-30,1
KH000408,2023-07-01,2023-09-30,1
KH000409,2023-07-01,2023-09-30,0
KH000410,2023-07-01,2023-09-30,1
KH000411,2023-07-01,2023-09-30,0
KH000412,2023-07-01,2023-09-30,1
KH000413,2023-07-01,2023-09-30,1
KH000414,2023-07-01,2023-09-30,0
KH000415,2023-07-01,2023-09-30,1
KH000416,2023-07-01,2023-09-30,1
KH000417,2023-07-01,2023-09-30,1
KH000418,2023-07-01,2023-09-30,1
KH000419,2023-07-01,2023-09-30,0
KH000420,2023-07-01,2023-09-30,1
KH000421,2023-07-01,2023-09-30,1
KH000422,2023-07-01,2023-09-30,0
KH000423,2023-07-01,2023-09-30,1
KH000424,2023-07-01,2023-09-30,1
KH000425,2023-07-01,2023-09-30,1
KH000426,2023-07-01,2023-09-30,0
KH000427,2023-07-01,2023-09-30,1
KH000428,2023-07-01,2023-09-30,1
KH000429,2023-07-01,2023-09-30,0
KH000430,2023-07-01,2023-09-30,1
KH000431,2023-07-01,2023-09-30,1
KH000432,2023-07-01,2023-09-30,0
KH000433,2023-07-01,2023-09-30,1
KH000434,2023-07-01,2023-09-30,1
KH000435,2023-07-01,2023-09-30,0
KH000436,2023-07-01,2023-09-30,0
KH000437,2023-07-01,2023-09-30,1
KH000438,2023-07-01,2023-09-30,1
KH000439,2023-07-01,2023-09-30,1
KH000440,2023-07-01,2023-09-30,0
KH000441,2023-07-01,2023-09-30,1
KH000442,2023-07-01,2023-09-30,0
KH000443,2023-07-01,2023-09-30,1
KH000444,2023-07-01,2023-09-30,0
KH000445,2023-07-01,2023-09-30,1
KH000446,2023-07-01,2023-09-30,1
KH000447,2023-07-01,2023-09-30,0
KH000448,2023-07-01,2023-09-30,0
KH000449,2023-07-01,2023-09-30,1
KH000450,2023-07-01,2023-09-30,1
KH000451,2023-07-01,2023-09-30,1
KH000452,2023-07-01,2023-09-30,1
KH000453,2023-07-01,2023-09-30,1
KH000454,2023-07-01,2023-09-30,0
KH000455,2023-07-01,2023-09-30,1
KH000456,2023-07-01,2023-09-30,1
KH000457,2023-07-01,2023-09-30,1
KH000458,2023-07-01,2023-09-30,0
KH000459,2023-07-01,2023-09-30,1
KH000460,2023-07-01,2023-09-30,1
KH000461,2023-07-01,2023-09-30,1
KH000462,2023-07-01,2023-09-30,1
KH000463,2023-07-01,2023-09-30,1
KH000464,2023-07-01,2023-09-30,1
KH000465,2023-07-01,2023-09-30,1
KH000466,2023-07-01,2023-09-30,0
KH000467,2023-07-01,2023-09-30,1
KH000468,2023-07-01,2023-09-30,0
KH000469,2023-07-01,2023-09-30,1
KH000470,2023-07-01,2023-09-30,1
KH000471,2023-07-01,2023-09-30,0
KH000472,2023-07-01,2023-09-30,0
KH000473,2023-07-01,2023-09-30,1
KH000474,2023-07-01,2023-09-30,0
KH000475,2023-07-01,2023-09-30,0
KH000476,2023-07-01,2023-09-30,1
KH000477,2023-07-01,2023-09-30,1
KH000478,2023-07-01,2023-09-30,1
KH000479,2023-07-01,2023-09-30,1
KH000480,2023-07-01,2023-09-30,1
KH000481,2023-07-01,2023-09-30,1
KH000482,2023-07-01,2023-09-30,0
KH000483,2023-07-01,2023-09-30,1
KH000484,2023-07-01,2023-09-30,0
KH000485,2023-07-01,2023-09-30,1
KH000486,2023-07-01,2023-09-30,1
KH000487,2023-07-01,2023-09-30,1
KH000488,2023-07-01,2023-09-30,0
KH000489,2023-07-01,2023-09-30,1
KH000490,2023-07-01,2023-09-30,0
KH000491,2023-07-01,2023-09-30,1
KH000492,2023-07-01,2023-09-30,0
KH000493,2023-07-01,2023-09-30,1
KH000494,2023-07-01,2023-09-30,1
KH000495,2023-07-01,2023-09-30,0
KH000496,2023-07-01,2023-09-30,0
KH000497,2023-07-01,2023-09-30,1
KH000498,2023-07-01,2023-09-30,0
KH000499,2023-07-01,2023-09-30,0
KH000500,2023-07-01,2023-09-30,1
KH000501,2023-07-01,2023-09-30,1
KH000502,2023-07-01,2023-09-30,1
KH000503,2023-07-01,2023-09-30,1
KH000504,2023-07-01,2023-09-30,1
KH000505,2023-07-01,2023-09-30,1
KH000506,2023-07-01,2023-09-30,1
KH000507,2023-07-01,2023-09-30,0
KH000508,2023-07-01,2023-09-30,1
KH000509,2023-07-01,2023-09-30,0
KH000510,2023-07-01,2023-09-30,0
KH000511,2023-07-01,2023-09-30,1
KH000512,2023-07-01,2023-09-30,1
KH000513,2023-07-01,2023-09-30,0
KH000514,2023-07-01,2023-09-30,1
KH000515,2023-07-01,2023-09-30,1
KH000516,2023-07-01,2023-09-30,0
KH000517,2023-07-01,2023-09-30,1
KH000518,2023-07-01,2023-09-30,0
KH000519,2023-07-01,2023-09-30,1
KH000520,2023-07-01,2023-09-30,0
KH000521,2023-07-01,2023-09-30,0
KH000522,2023-07-01,2023-09-30,0
KH000523,2023-07-01,2023-09-30,0
KH000524,2023-07-01,2023-09-30,1
KH000525,2023-07-01,2023-09-30,1
KH000526,2023-07-01,2023-09-30,1
KH000527,2023-07-01,2023-09-30,0
KH000528,2023-07-01,2023-09-30,1
KH000529,2023-07-01,2023-09-30,1
KH000530,2023-07-01,2023-09-30,1
KH000531,2023-07-01,2023-09-30,0
KH000532,2023-07-01,2023-09-30,0
KH000533,2023-07-01,2023-09-30,1
KH000534,2023-07-01,2023-09-30,0
KH000535,2023-07-01,2023-09-30,1
KH000536,2023-07-01,2023-09-30,1
KH000537,2023-07-01,2023-09-30,0
KH000538,2023-07-01,2023-09-30,1
KH000539,2023-07-01,2023-09-30,1
KH000540,2023-07-01,2023-09-30,1
KH000541,2023-07-01,2023-09-30,0
KH000542,2023-07-01,2023-09-30,1
KH000543,2023-07-01,2023-09-30,0
KH000544,2023-07-01,2023-09-30,1
KH000545,2023-07-01,2023-09-30,1
KH000546,2023-07-01,2023-09-30,1
KH000547,2023-07-01,2023-09-30,0
KH000548,2023-07-01,2023-09-30,1
KH000549,2023-07-01,2023-09-30,1
KH000550,2023-07-01,2023-09-30,1
KH000551,2023-07-01,2023-09-30,0
KH000552,2023-07-01,2023-09-30,1
KH000553,2023-07-01,2023-09-30,0
KH000554,2023-07-01,2023-09-30,1
KH000555,2023-07-01,2023-09-30,1
KH000556,2023-07-01,2023-09-30,1
KH000557,2023-07-01,2023-09-30,1
KH000558,2023-07-01,2023-09-30,1
KH000559,2023-07-01,2023-09-30,1
KH000560,2023-07-01,2023-09-30,0
KH000561,2023-07-01,2023-09-30,1
KH000562,2023-07-01,2023-09-30,1
KH000563,2023-07-01,2023-09-30,1
KH000564,2023-07-01,2023-09-30,1
KH000565,2023-07-01,2023-09-30,0
KH000566,2023-07-01,2023-09-30,1
KH000567,2023-07-01,2023-09-30,1
KH000568,2023-07-01,2023-09-30,1
KH000569,2023-07-01,2023-09-30,1
KH000570,2023-07-01,2023-09-30,1
KH000571,2023-07-01,2023-09-30,0
KH000572,2023-07-01,2023-09-30,1
KH000573,2023-07-01,2023-09-30,0
KH000574,2023-07-01,2023-09-30,1
KH000575,2023-07-01,2023-09-30,1
KH000576,2023-07-01,2023-09-30,0
KH000577,2023-07-01,2023-09-30,1
KH000578,2023-07-01,2023-09-30,1
KH000579,2023-07-01,2023-09-30,1
KH000580,2023-07-01,2023-09-30,1
KH000581,2023-07-01,2023-09-30,1
KH000582,2023-07-01,2023-09-30,1
KH000583,2023-07-01,2023-09-30,1
KH000584,2023-07-01,2023-09-30,0
KH000585,2023-07-01,2023-09-30,0
KH000586,2023-07-01,2023-09-30,1
KH000587,2023-07-01,2023-09-30,0
KH000588,2023-07-01,2023-09-30,1
KH000589,2023-07-01,2023-09-30,1
KH000590,2023-07-01,2023-09-30,1
KH000591,2023-07-01,2023-09-30,0
KH000592,2023-07-01,2023-09-30,1
KH000593,2023-07-01,2023-09-30,1
KH000594,2023-07-01,2023-09-30,1
KH000595,2023-07-01,2023-09-30,0
KH000596,2023-07-01,2023-09-30,1
KH000597,2023-07-01,2023-09-30,0
KH000598,2023-07-01,2023-09-30,1
KH000599,2023-07-01,2023-09-30,1
KH000600,2023-07-01,2023-09-30,1
KH000601,2023-07-01,2023-09-30,0
KH000602,2023-07-01,2023-09-30,1
KH000603,2023-07-01,2023-09-30,0
KH000604,2023-07-01,2023-09-30,1
KH000605,2023-07-01,2023-09-30,0
KH000606,2023-07-01,2023-09-30,1
KH000607,2023-07-01,2023-09-30,1
KH000608,2023-07-01,2023-09-30,1
KH000609,2023-07-01,2023-09-30,0
KH000610,2023-07-01,2023-09-30,0
KH000611,2023-07-01,2023-09-30,1
KH000612,2023-07-01,2023-09-30,1
KH000613,2023-07-01,2023-09-30,0
KH000614,2023-07-01,2023-09-30,0
KH000615,2023-07-01,2023-09-30,1
KH000616,2023-07-01,2023-09-30,1
KH000617,2023-07-01,2023-09-30,1
KH000618,2023-07-01,2023-09-30,1
KH000619,2023-07-01,2023-09-30,1
KH000620,2023-07-01,2023-09-30,0
KH000621,2023-07-01,2023-09-30,1
KH000622,2023-07-01,2023-09-30,0
KH000623,2023-07-01,2023-09-30,1
KH000624,2023-07-01,2023-09-30,1
KH000625,2023-07-01,2023-09-30,0
KH000626,2023-07-01,2023-09-30,1
KH000627,2023-07-01,2023-09-30,0
KH000628,2023-07-01,2023-09-30,1
KH000629,2023-07-01,2023-09-30,1
KH000630,2023-07-01,2023-09-30,1
KH000631,2023-07-01,2023-09-30,1
KH000632,2023-07-01,2023-09-30,1
KH000633,2023-07-01,2023-09-30,0
KH000634,2023-07-01,2023-09-30,1
KH000635,2023-07-01,2023-09-30,0
KH000636,2023-07-01,2023-09-30,1
KH000637,2023-07-01,2023-09-30,1
KH000638,2023-07-01,2023-09-30,0
KH000639,2023-07-01,2023-09-30,1
KH000640,2023-07-01,2023-09-30,1
KH000641,2023-07-01,2023-09-30,1
KH000642,2023-07-01,2023-09-30,1
KH000643,2023-07-01,2023-09-30,0
KH000644,2023-07-01,2023-09-30,1
KH000645,2023-07-01,2023-09-30,1
KH000646,2023-07-01,2023-09-30,1
KH000647,2023-07-01,2023-09-30,1
KH000648,2023-07-01,2023-09-30,1
KH000649,2023-07-01,2023-09-30,0
KH000650,2023-07-01,2023-09-30,1
KH000651,2023-07-01,2023-09-30,1
KH000652,2023-07-01,2023-09-30,1
KH000653,2023-07-01,2023-09-30,0
KH000654,2023-07-01,2023-09-30,1
KH000655,2023-07-01,2023-09-30,1
KH000656,2023-07-01,2023-09-30,1
KH000657,2023-07-01,2023-09-30,0
KH000658,2023-07-01,2023-09-30,1
KH000659,2023-07-01,2023-09-30,0
KH000660,2023-07-01,2023-09-30,1
KH000661,2023-07-01,2023-09-30,0
KH000662,2023-07-01,2023-09-30,1
KH000663,2023-07-01,2023-09-30,0
