customer_id,observation_date,age,gender,province,tenure_months,has_mobile_banking,num_products,has_loan,salary_mean_12m,salary_std_12m,salary_cv_12m,salary_min_12m,salary_max_12m,salary_trend_12m,salary_delay_rate_12m,has_term_deposit,term_deposit_count,term_deposit_total,term_deposit_interest_annual,has_savings_account,savings_avg_balance_12m,savings_min_balance_avg,savings_trend_12m,total_income_proxy,bills_electric_avg,bills_water_avg,bills_internet_avg,bills_total_avg,bills_to_income_ratio,edu_spend_avg,entertainment_avg,grocery_spend_avg,dining_spend_avg,shopping_spend_avg,transport_spend_avg,total_shopping_avg,transfer_avg,total_spend_avg,discretionary_spend_avg,essential_spend_ratio,spend_to_income_ratio,monthly_surplus_avg,cashflow_volatility,months_negative_balance,overdraft_rate,high_spend_months,end_month_shortfall_avg,spending_acceleration,savings_rate_avg,wealth_accumulation,edu_spend_trend,large_transfer_count,large_transfer_avg,income_jump_detected,lifestyle_inflation
KH010016,2023-12-31,26,F,OTHER,6,1,2,1,6828366.0,453264.0,0.0664,5957718.0,7048045.0,-193140.0,0.0003,0,0,0.0,0.0,0,0.0,0.0,618656.0,81940390.0,480485.0,163449.0,240797.0,884731.0,0.1296,465588.0,668249.0,2228897.0,933504.0,3118985.0,645616.0,6927002.0,3761721.0,12707291.0,11822560.0,0.0696,1.861,-5878925.0,2116528.0,6,0.5,4,-6245814.0,0.001917,-0.861,0.0,43954.0,1,9805572.0,0.0189,0.7656
KH010017,2023-12-31,32,F,HCM,6,1,1,1,12410902.0,838988.0,0.0676,11855536.0,14022504.0,217553.0,0.0421,1,1,77621401.0,5425481.0,1,23948007.0,17456301.0,671959.0,154356311.0,336174.0,109667.0,371316.0,817157.0,0.0658,229782.0,1258991.0,2026965.0,2115799.0,4622740.0,568105.0,9333609.0,0.0,11639539.0,10822382.0,0.0702,0.9378,771363.0,177959.0,2,0.1667,7,0.0,0.002033,0.0622,0.682,17406.0,0,0.0,0.0153,0.5603
KH010018,2023-12-31,35,M,DN,33,1,4,0,12926242.0,786943.0,0.0609,11908728.0,14388799.0,-412685.0,0.2433,1,1,29205431.0,1443916.0,1,20156927.0,6980972.0,572426.0,156558818.0,327141.0,167347.0,176847.0,671335.0,0.0519,451165.0,2011455.0,1638019.0,1277961.0,4059578.0,1201146.0,8176704.0,0.0,11310659.0,10639324.0,0.0594,0.875,1615583.0,768209.0,2,0.1667,0,0.0,0.001878,0.125,0.3182,74134.0,2,15548478.0,0.0737,0.1379
KH010019,2023-12-31,48,M,HCM,13,0,5,0,12644391.0,466224.0,0.0369,11306178.0,13599332.0,-224110.0,0.0185,1,1,144083471.0,5921569.0,0,0.0,0.0,513085.0,157654267.0,442359.0,120608.0,434080.0,997047.0,0.0789,4545.0,1826409.0,2176710.0,1746254.0,2201607.0,224330.0,6348901.0,0.0,9176902.0,8179855.0,0.1086,0.7258,3467489.0,475336.0,2,0.1667,1,0.0,-0.005194,0.2742,0.9496,-32979.0,2,20235762.0,0.0005,0.7755
KH010020,2023-12-31,31,F,HN,51,1,3,0,12385287.0,556084.0,0.0449,11566168.0,13377172.0,-43215.0,0.0153,1,3,43558269.0,1882256.0,0,0.0,0.0,-256172.0,150505698.0,365905.0,151299.0,252724.0,769928.0,0.0622,739543.0,247014.0,2183434.0,888801.0,1195523.0,869409.0,5137167.0,0.0,6893652.0,6123724.0,0.1117,0.5566,5491635.0,1452598.0,0,0.0,2,0.0,-0.002451,0.4434,0.2931,-71450.0,1,16268450.0,0.0184,0.0597
KH010021,2023-12-31,34,M,HCM,13,1,4,0,9391865.0,520006.0,0.0554,8175305.0,11191809.0,155484.0,0.0009,0,0,0.0,0.0,1,27661182.0,15467287.0,19013.0,112702383.0,252679.0,155168.0,350908.0,758755.0,0.0808,283357.0,140324.0,2362923.0,679425.0,1451101.0,936572.0,5430021.0,0.0,6612457.0,5853702.0,0.1147,0.7041,2779408.0,379593.0,1,0.0833,2,0.0,-0.005243,0.2959,0.2454,-17354.0,2,11203749.0,0.0028,0.1193
KH010022,2023-12-31,41,M,HCM,47,1,2,1,8245132.0,150378.0,0.0182,7280638.0,8543606.0,67176.0,0.131,0,0,0.0,0.0,1,14951333.0,7283984.0,44436.0,98941583.0,286456.0,144605.0,261185.0,692246.0,0.084,607747.0,1238680.0,1523501.0,831754.0,3762553.0,648408.0,6766216.0,0.0,9304889.0,8612643.0,0.0744,1.1285,-1059757.0,198487.0,2,0.1667,9,-987273.0,-0.002464,-0.1285,0.1511,-54866.0,0,0.0,0.0211,-0.2628
KH010023,2023-12-31,39,M,HP,6,0,4,1,10946836.0,326415.0,0.0298,10176805.0,11224514.0,-139891.0,0.1125,0,0,0.0,0.0,1,11365032.0,7309444.0,505804.0,131362036.0,222469.0,157367.0,225569.0,605405.0,0.0553,97938.0,643694.0,2494605.0,459485.0,4326244.0,205343.0,7485677.0,0.0,8832714.0,8227309.0,0.0685,0.8069,2114122.0,390308.0,1,0.0833,0,0.0,-0.007544,0.1931,0.0865,51386.0,2,18717200.0,0.0616,-0.2453
KH010024,2023-12-31,38,F,OTHER,13,1,5,0,5010715.0,367405.0,0.0733,4767898.0,5981303.0,-34928.0,0.007,0,0,0.0,0.0,0,0.0,0.0,701032.0,60128581.0,479724.0,169486.0,166343.0,815553.0,0.1628,80258.0,810180.0,1154265.0,2001099.0,4902051.0,1063554.0,9120969.0,0.0,10826960.0,10011407.0,0.0753,2.1608,-5816245.0,1072490.0,5,0.4167,6,-6914203.0,0.007124,-1.1608,0.0,25726.0,3,47014093.0,0.0413,0.4761
KH010025,2023-12-31,43,F,HCM,41,1,3,0,32232935.0,2181829.0,0.0677,28017705.0,36594136.0,98267.0,0.0713,0,0,0.0,0.0,1,87015030.0,45561648.0,816970.0,386795215.0,516888.0,151303.0,323621.0,991812.0,0.0308,227717.0,2090830.0,1654112.0,1886052.0,4607310.0,383688.0,8531162.0,514592.0,12356113.0,11364301.0,0.0803,0.3833,19876822.0,8164337.0,1,0.0833,1,0.0,0.004497,0.6167,0.225,34362.0,3,57874921.0,0.2039,0.1654
KH010026,2023-12-31,29,F,CT,54,1,2,0,9000537.0,392508.0,0.0436,8428333.0,9271057.0,337153.0,0.0004,0,0,0.0,0.0,1,11684254.0,3528716.0,291098.0,108006442.0,331214.0,215243.0,312791.0,859248.0,0.0955,150114.0,608979.0,1407339.0,336296.0,4125188.0,617547.0,6486370.0,0.0,8104711.0,7245463.0,0.106,0.9005,895826.0,174075.0,1,0.0833,6,0.0,-0.008687,0.0995,0.1082,-31721.0,4,31082459.0,0.1122,-0.2906
KH010027,2023-12-31,37,M,OTHER,6,0,1,0,9882985.0,722981.0,0.0732,9208886.0,10107580.0,255452.0,0.0242,1,1,77008975.0,5314042.0,0,0.0,0.0,376672.0,123909867.0,416746.0,60521.0,286989.0,764256.0,0.0773,115221.0,602806.0,1691046.0,853792.0,3006071.0,135454.0,5686363.0,0.0,7168646.0,6404390.0,0.1066,0.7254,2714339.0,437147.0,0,0.0,1,0.0,0.000381,0.2746,0.6493,-65548.0,1,18507225.0,0.2833,0.4124
KH010028,2023-12-31,49,M,HCM,71,0,2,0,8582838.0,373337.0,0.0435,7338883.0,9532659.0,218449.0,0.0398,0,0,0.0,0.0,0,0.0,0.0,-366409.0,102994057.0,315529.0,187567.0,234814.0,737910.0,0.086,337903.0,1360989.0,410340.0,583938.0,1323491.0,514501.0,2832270.0,0.0,5269072.0,4531162.0,0.14,0.6139,3313766.0,1266603.0,1,0.0833,2,0.0,0.001219,0.3861,0.0,45908.0,1,11028891.0,0.0254,0.7709
KH010029,2023-12-31,22,F,HCM,6,1,5,0,15203441.0,521822.0,0.0343,12978951.0,16461520.0,-31283.0,0.0117,1,3,60427539.0,3322475.0,0,0.0,0.0,539728.0,185763772.0,638802.0,68162.0,266613.0,973577.0,0.064,1325697.0,596721.0,1897186.0,1303817.0,575199.0,549616.0,4325818.0,0.0,7221813.0,6248236.0,0.1348,0.475,7981628.0,1685728.0,2,0.1667,2,0.0,0.00341,0.525,0.3312,-46853.0,2,36724908.0,0.1969,0.4806
KH010030,2023-12-31,35,F,HN,6,1,5,0,7139492.0,231990.0,0.0325,6283565.0,8525200.0,199821.0,0.0018,0,0,0.0,0.0,0,0.0,0.0,880552.0,85673902.0,260611.0,164120.0,363564.0,788295.0,0.1104,100877.0,757244.0,2892207.0,1694655.0,541827.0,1084335.0,6213024.0,4103973.0,11963413.0,11175118.0,0.0659,1.6757,-4823921.0,1562593.0,2,0.1667,6,-5539786.0,-0.000127,-0.6757,0.0,80836.0,1,16995203.0,0.0025,0.3001
KH010031,2023-12-31,39,M,HCM,7,1,4,0,5916892.0,250324.0,0.0423,5303847.0,6308785.0,269984.0,0.0725,0,0,0.0,0.0,0,0.0,0.0,798803.0,71002700.0,711345.0,61036.0,225094.0,997475.0,0.1686,1173666.0,232423.0,643147.0,734569.0,1909744.0,207118.0,3494578.0,0.0,5898142.0,4900667.0,0.1691,0.9968,18750.0,5541.0,1,0.0833,5,0.0,-0.00764,0.0032,0.0,42393.0,0,0.0,0.1727,0.2849
KH010032,2023-12-31,33,F,HCM,7,1,2,0,16153065.0,464470.0,0.0288,14686978.0,16577779.0,6656.0,0.0163,1,2,148527430.0,8488017.0,0,0.0,0.0,1133177.0,202324794.0,759344.0,83456.0,220550.0,1063350.0,0.0658,332343.0,1226416.0,1204158.0,1374345.0,2161751.0,811997.0,5552251.0,0.0,8174360.0,7111010.0,0.1301,0.5061,7978705.0,1407597.0,0,0.0,0,0.0,-0.004096,0.4939,0.7662,15349.0,1,15127359.0,0.0102,0.6174
KH010033,2023-12-31,22,F,OTHER,12,1,4,0,13097770.0,384754.0,0.0294,11511408.0,15235678.0,450969.0,0.0025,0,0,0.0,0.0,0,0.0,0.0,761072.0,157173237.0,483266.0,119121.0,384296.0,986683.0,0.0753,84751.0,605563.0,415439.0,635442.0,1572917.0,254259.0,2878057.0,0.0,4555054.0,3568371.0,0.2166,0.3478,8542716.0,1585358.0,0,0.0,2,0.0,0.003685,0.6522,0.0,-39530.0,3,35237927.0,0.0491,0.1412
KH010034,2023-12-31,22,M,HP,6,0,2,0,8505866.0,283410.0,0.0333,8207682.0,8806862.0,167346.0,0.0954,0,0,0.0,0.0,0,0.0,0.0,320849.0,102070387.0,596627.0,98391.0,194599.0,889617.0,0.1046,295384.0,1256670.0,1573314.0,748883.0,819027.0,170256.0,3311480.0,0.0,5753151.0,4863534.0,0.1546,0.6764,2752715.0,633819.0,1,0.0833,1,0.0,-0.004558,0.3236,0.0,16486.0,0,0.0,0.0141,0.3391
KH010035,2023-12-31,32,F,HN,6,0,5,0,22916249.0,1619416.0,0.0707,22373154.0,27320216.0,221531.0,0.0144,0,0,0.0,0.0,1,31546970.0,13621743.0,-378039.0,274994991.0,567814.0,157872.0,193782.0,919468.0,0.0401,838405.0,461896.0,974084.0,158445.0,494041.0,400358.0,2026928.0,0.0,4246697.0,3327229.0,0.2165,0.1853,18669552.0,8446548.0,0,0.0,1,0.0,4.2e-05,0.8147,0.1147,-14764.0,1,9461727.0,0.0854,0.8162
KH010036,2023-12-31,33,F,HCM,6,1,3,0,14902310.0,1069358.0,0.0718,13715243.0,16021958.0,72137.0,0.1176,0,0,0.0,0.0,0,0.0,0.0,-237257.0,178827719.0,777796.0,173812.0,188718.0,1140326.0,0.0765,836116.0,211225.0,934687.0,700929.0,3592859.0,675042.0,5903517.0,0.0,8091184.0,6950858.0,0.1409,0.5429,6811126.0,1229617.0,2,0.1667,1,0.0,-0.004113,0.4571,0.0,21925.0,1,11683525.0,0.0054,0.2654
KH010037,2023-12-31,37,F,OTHER,25,1,3,1,15325125.0,709083.0,0.0463,14531704.0,16398372.0,77197.0,0.0193,1,1,179409718.0,9497527.0,0,0.0,0.0,396774.0,193399031.0,193488.0,136955.0,251916.0,582359.0,0.038,188165.0,712681.0,2008160.0,1424967.0,3348796.0,714587.0,7496510.0,3451909.0,12431624.0,11849265.0,0.0468,0.8112,2893501.0,537985.0,1,0.0833,2,0.0,-0.005878,0.1888,0.9756,11026.0,2,11235397.0,0.0554,0.4759
KH010038,2023-12-31,36,M,HN,30,1,5,0,8845195.0,227719.0,0.0257,8016597.0,10446483.0,42337.0,0.0454,0,0,0.0,0.0,0,0.0,0.0,297015.0,106142338.0,771226.0,167506.0,299859.0,1238591.0,0.14,175712.0,332680.0,1395890.0,1379115.0,894737.0,910576.0,4580318.0,0.0,6327301.0,5088710.0,0.1958,0.7153,2517894.0,1252943.0,1,0.0833,2,0.0,0.003159,0.2847,0.0,-47960.0,0,0.0,0.1003,0.7462
KH010039,2023-12-31,32,M,HN,32,1,1,1,7413831.0,205069.0,0.0277,7121521.0,7756728.0,33520.0,0.0823,0,0,0.0,0.0,0,0.0,0.0,1104690.0,88965966.0,257856.0,184442.0,218327.0,660625.0,0.0891,101429.0,1778480.0,1514041.0,1308360.0,3814397.0,471979.0,7108777.0,0.0,9649311.0,8988686.0,0.0685,1.3015,-2235480.0,431190.0,2,0.1667,11,-1978653.0,-0.00168,-0.3015,0.0,35737.0,3,33684415.0,0.1826,-0.245
KH010040,2023-12-31,45,F,OTHER,16,1,3,1,12161087.0,180500.0,0.0148,11530901.0,12960041.0,-89414.0,0.0192,0,0,0.0,0.0,0,0.0,0.0,-819204.0,145933041.0,303396.0,115346.0,380022.0,798764.0,0.0657,810854.0,404287.0,664961.0,1072580.0,1279944.0,565444.0,3582929.0,0.0,5596834.0,4798070.0,0.1427,0.4602,6564253.0,2139495.0,1,0.0833,1,0.0,-0.005313,0.5398,0.0,10029.0,0,0.0,0.0614,0.2035
KH010041,2023-12-31,29,F,DN,50,1,3,1,8021191.0,237041.0,0.0296,6898876.0,9558015.0,-157395.0,0.0369,0,0,0.0,0.0,1,11970314.0,6380759.0,173951.0,96254294.0,360651.0,120666.0,248171.0,729488.0,0.0909,119671.0,926669.0,1866204.0,1471460.0,3964957.0,675189.0,7977810.0,3798783.0,13552421.0,12822933.0,0.0538,1.6896,-5531230.0,897685.0,10,0.8333,4,-6170449.0,0.000164,-0.6896,0.1244,52161.0,1,15174672.0,0.0278,0.8095
KH010042,2023-12-31,37,F,HP,6,0,5,1,12221699.0,528276.0,0.0432,11339222.0,13340378.0,-24692.0,0.0308,1,1,107478575.0,7194837.0,0,0.0,0.0,723831.0,153855228.0,715703.0,58138.0,385839.0,1159680.0,0.0949,98999.0,1242955.0,2914496.0,1318027.0,314701.0,160553.0,4707777.0,0.0,7209411.0,6049731.0,0.1609,0.5899,5012288.0,1754889.0,1,0.0833,1,0.0,-0.005418,0.4101,0.7328,-64285.0,0,0.0,0.1148,0.811
KH010043,2023-12-31,37,M,OTHER,6,0,3,0,17594227.0,1223809.0,0.0696,15900782.0,18259285.0,-78940.0,0.0426,1,1,148075605.0,10249911.0,0,0.0,0.0,6668.0,221380635.0,632083.0,48672.0,237888.0,918643.0,0.0522,718010.0,199167.0,2050554.0,2382551.0,1838359.0,677779.0,6949243.0,4922655.0,13707718.0,12789075.0,0.067,0.7791,3886509.0,436877.0,2,0.1667,1,0.0,-0.001372,0.2209,0.7013,7986.0,2,10197579.0,0.1005,0.5987
KH010044,2023-12-31,31,M,OTHER,9,0,3,0,19589703.0,964218.0,0.0492,18290295.0,21300827.0,-94086.0,0.0784,0,0,0.0,0.0,0,0.0,0.0,-384745.0,235076439.0,393375.0,93206.0,207454.0,694035.0,0.0354,283995.0,1047032.0,1075086.0,1058257.0,318436.0,521263.0,2973042.0,0.0,4998104.0,4304069.0,0.1389,0.2551,14591599.0,3608631.0,2,0.1667,0,0.0,0.007924,0.7449,0.0,-33517.0,0,0.0,0.0406,0.6415
KH010045,2023-12-31,45,F,HN,15,1,1,0,12496603.0,585481.0,0.0469,11483829.0,14812721.0,-121646.0,0.06,1,2,25189013.0,1509190.0,1,36954398.0,13400975.0,93433.0,151468431.0,591910.0,164438.0,157195.0,913543.0,0.0731,1015632.0,414037.0,1875244.0,2072678.0,4157586.0,981910.0,9087418.0,0.0,11430630.0,10517087.0,0.0799,0.9147,1065973.0,272179.0,0,0.0,5,0.0,-0.005639,0.0853,0.4144,2071.0,2,35399277.0,0.0114,0.1686
KH010046,2023-12-31,38,M,HCM,9,1,2,0,12461592.0,698423.0,0.056,10592959.0,13845950.0,195988.0,0.0791,1,2,55730851.0,2996914.0,1,24508002.0,16502345.0,-662999.0,152536024.0,297095.0,85379.0,245643.0,628117.0,0.0504,1074941.0,379483.0,2515066.0,1617609.0,1919070.0,435497.0,6487242.0,2098696.0,10668479.0,10040362.0,0.0589,0.8561,1793113.0,630654.0,1,0.0833,0,0.0,-0.00274,0.1439,0.5366,21252.0,1,14425169.0,0.0846,0.505
KH010047,2023-12-31,22,F,OTHER,14,1,1,0,13707865.0,803903.0,0.0586,11847087.0,14893601.0,234761.0,0.0062,0,0,0.0,0.0,0,0.0,0.0,848516.0,164494377.0,577643.0,193209.0,370261.0,1141113.0,0.0832,1157369.0,982054.0,668952.0,425719.0,2121088.0,225223.0,3440982.0,3254581.0,9976099.0,8834986.0,0.1144,0.7278,3731766.0,513773.0,0,0.0,0,0.0,0.001402,0.2722,0.0,-50096.0,3,56927381.0,0.033,-0.0114
KH010048,2023-12-31,39,M,OTHER,28,1,2,0,13283439.0,346061.0,0.0261,12220915.0,14631103.0,61073.0,0.0136,0,0,0.0,0.0,0,0.0,0.0,-324172.0,159401265.0,225187.0,84910.0,219054.0,529151.0,0.0398,814091.0,1305389.0,300407.0,467800.0,2413105.0,390339.0,3571651.0,0.0,6220282.0,5691131.0,0.0851,0.4683,7063157.0,3371135.0,2,0.1667,1,0.0,-0.004557,0.5317,0.0,-49569.0,2,10860952.0,0.2506,0.5177
KH010049,2023-12-31,26,F,CT,6,1,5,0,7553759.0,486819.0,0.0644,6495886.0,8132802.0,-339768.0,0.0187,0,0,0.0,0.0,0,0.0,0.0,862899.0,90645109.0,361425.0,79757.0,291659.0,732841.0,0.097,1736772.0,1427739.0,1169583.0,1439445.0,370922.0,844932.0,3824882.0,4611581.0,12333815.0,11600974.0,0.0594,1.6328,-4780056.0,1860858.0,4,0.3333,3,-4163631.0,0.006819,-0.6328,0.0,-42541.0,3,50614050.0,0.1198,-0.1469
KH010050,2023-12-31,44,F,HN,51,1,3,0,5637157.0,325132.0,0.0577,5347817.0,6707584.0,397224.0,0.0887,1,3,29484924.0,1515834.0,0,0.0,0.0,35138.0,69161712.0,723005.0,108139.0,193106.0,1024250.0,0.1817,425304.0,2017902.0,1021530.0,1645820.0,3095450.0,228266.0,5991066.0,3440661.0,12899183.0,11874933.0,0.0794,2.2882,-7262026.0,1794483.0,5,0.4167,5,-8200308.0,-0.000704,-1.2882,0.4359,-11397.0,2,33243486.0,0.1107,0.2725
