customer_id,observation_date,age,gender,province,tenure_months,has_mobile_banking,num_products,has_loan,salary_mean_12m,salary_std_12m,salary_cv_12m,salary_min_12m,salary_max_12m,salary_trend_12m,salary_delay_rate_12m,has_term_deposit,term_deposit_count,term_deposit_total,term_deposit_interest_annual,has_savings_account,savings_avg_balance_12m,savings_min_balance_avg,savings_trend_12m,total_income_proxy,bills_electric_avg,bills_water_avg,bills_internet_avg,bills_total_avg,bills_to_income_ratio,edu_spend_avg,entertainment_avg,grocery_spend_avg,dining_spend_avg,shopping_spend_avg,transport_spend_avg,total_shopping_avg,transfer_avg,total_spend_avg,discretionary_spend_avg,essential_spend_ratio,spend_to_income_ratio,monthly_surplus_avg,cashflow_volatility,months_negative_balance,overdraft_rate,high_spend_months,end_month_shortfall_avg,spending_acceleration,savings_rate_avg,wealth_accumulation,edu_spend_trend,large_transfer_count,large_transfer_avg,income_jump_detected,lifestyle_inflation
KH000010,2023-06-30,42,F,OTHER,20,1,5,0,10674086.0,217578.0,0.0204,10361025.0,11306927.0,41314.0,0.0232,0,0,0.0,0.0,0,0.0,0.0,-105739.0,128089027.0,260585.0,69788.0,260762.0,591135.0,0.0554,353096.0,1104823.0,1897499.0,1625531.0,2845021.0,520875.0,6888926.0,0.0,8937980.0,8346845.0,0.0661,0.8374,1736106.0,371738.0,1,0.0833,0,0.0,0.000555,0.1626,0.0,1871.0,0,0.0,0.0874,0.8109
KH000011,2023-06-30,41,M,HCM,6,0,3,0,10425505.0,680025.0,0.0652,9650631.0,10830637.0,58384.0,0.0414,0,0,0.0,0.0,0,0.0,0.0,689989.0,125106059.0,653448.0,154044.0,326972.0,1134464.0,0.1088,11415.0,649074.0,2024180.0,711026.0,4843243.0,692206.0,8270655.0,0.0,10065608.0,8931144.0,0.1127,0.9655,359897.0,109560.0,1,0.0833,7,0.0,0.005186,0.0345,0.0,-20083.0,0,0.0,0.0023,-0.2564
KH000012,2023-06-30,24,F,HN,44,0,3,0,14401898.0,1040927.0,0.0723,13304825.0,16719325.0,97692.0,0.0318,1,1,94470197.0,4613468.0,0,0.0,0.0,326951.0,177436244.0,424908.0,160629.0,207519.0,793056.0,0.0551,485878.0,1201140.0,974901.0,2009989.0,3398970.0,1085429.0,7469289.0,0.0,9949363.0,9156307.0,0.0797,0.6908,4452535.0,561455.0,2,0.1667,1,0.0,0.002421,0.3092,0.5466,-72603.0,1,15375178.0,0.0061,-0.1025
KH000013,2023-06-30,31,M,HCM,6,1,2,0,5141730.0,138197.0,0.0269,4931832.0,5611062.0,43234.0,0.0562,1,2,34348208.0,1663196.0,0,0.0,0.0,665101.0,63363959.0,221401.0,127386.0,423396.0,772183.0,0.1502,189176.0,321945.0,383744.0,281808.0,279211.0,638066.0,1582829.0,0.0,2866133.0,2093950.0,0.2694,0.5574,2275597.0,534102.0,2,0.1667,1,0.0,-0.009809,0.4426,0.5567,78789.0,2,17476826.0,0.11,0.0034
KH000014,2023-06-30,41,F,DN,13,0,4,0,5462930.0,154181.0,0.0282,5348177.0,6345678.0,60825.0,0.0915,0,0,0.0,0.0,0,0.0,0.0,-635909.0,65555159.0,319927.0,115453.0,267272.0,702652.0,0.1286,626680.0,578379.0,1448394.0,1240337.0,1833454.0,342005.0,4864190.0,0.0,6771901.0,6069249.0,0.1038,1.2396,-1308971.0,632629.0,10,0.8333,10,-1392763.0,-0.010103,-0.2396,0.0,-31136.0,2,15911048.0,0.0294,0.3231
KH000015,2023-06-30,35,F,CT,7,1,1,0,9884976.0,184032.0,0.0186,9612569.0,10879175.0,-228720.0,0.0113,0,0,0.0,0.0,0,0.0,0.0,-175928.0,118619712.0,338900.0,155756.0,471898.0,966554.0,0.0978,1071469.0,294860.0,3932922.0,835062.0,447922.0,1205996.0,6421902.0,0.0,8754785.0,7788231.0,0.1104,0.8857,1130191.0,279099.0,1,0.0833,2,0.0,-0.006055,0.1143,0.0,-31500.0,1,17806044.0,0.0174,0.2872
KH000016,2023-06-30,26,M,OTHER,28,0,1,1,8001180.0,382948.0,0.0479,7432201.0,9493165.0,273689.0,0.004,0,0,0.0,0.0,0,0.0,0.0,-29885.0,96014165.0,537598.0,97681.0,226394.0,861673.0,0.1077,690207.0,1056830.0,1818664.0,1042081.0,2103186.0,74699.0,5038630.0,0.0,7647340.0,6785667.0,0.1127,0.9558,353840.0,80081.0,1,0.0833,8,0.0,-0.004866,0.0442,0.0,19937.0,1,18534785.0,0.3266,0.8909
KH000017,2023-06-30,38,M,OTHER,19,1,3,0,15312888.0,1186670.0,0.0775,15001645.0,18055833.0,-220590.0,0.0072,0,0,0.0,0.0,0,0.0,0.0,371501.0,183754652.0,247832.0,142910.0,228181.0,618923.0,0.0404,128925.0,162501.0,1808953.0,1352323.0,1017067.0,727881.0,4906224.0,0.0,5816573.0,5197650.0,0.1064,0.3798,9496315.0,1985031.0,0,0.0,1,0.0,-0.005687,0.6202,0.0,12348.0,0,0.0,0.1136,0.1221
KH000018,2023-06-30,29,M,OTHER,37,1,4,0,8413545.0,227679.0,0.0271,7942541.0,9825452.0,233616.0,0.0434,0,0,0.0,0.0,1,13112393.0,7884808.0,-481606.0,100962545.0,559798.0,144247.0,175096.0,879141.0,0.1045,1681417.0,495598.0,2392889.0,2833050.0,5933022.0,1326579.0,12485540.0,0.0,15541696.0,14662555.0,0.0566,1.8472,-7128151.0,1484253.0,9,0.75,6,-6692579.0,0.004462,-0.8472,0.1299,51297.0,2,28174496.0,0.0982,0.1892
KH000019,2023-06-30,49,F,HN,14,0,3,0,6568733.0,139175.0,0.0212,6181676.0,7638014.0,118559.0,0.066,1,3,76393358.0,3944236.0,0,0.0,0.0,-119268.0,82769027.0,674277.0,150285.0,391230.0,1215792.0,0.1851,97279.0,1213259.0,1425237.0,955311.0,1924330.0,516077.0,4820955.0,494837.0,7842122.0,6626330.0,0.155,1.1939,-1273389.0,556243.0,11,0.9167,3,-1261833.0,0.001051,-0.1939,0.9692,-21129.0,2,37373516.0,0.042,0.2291
KH000020,2023-06-30,47,M,HP,6,1,2,1,26772796.0,1403688.0,0.0524,23096833.0,30478851.0,-58816.0,0.0378,0,0,0.0,0.0,1,72157340.0,54622926.0,177598.0,321273550.0,321013.0,65851.0,173641.0,560505.0,0.0209,376583.0,562065.0,821740.0,1598189.0,2725473.0,962879.0,6108281.0,0.0,7607434.0,7046929.0,0.0737,0.2841,19165362.0,4346460.0,0,0.0,2,0.0,-0.009261,0.7159,0.2246,40619.0,1,11404687.0,0.0315,0.7104
KH000021,2023-06-30,39,M,HN,6,0,2,0,11906328.0,832933.0,0.07,10580190.0,14010761.0,128037.0,0.0145,0,0,0.0,0.0,0,0.0,0.0,190788.0,142875931.0,688532.0,119244.0,231264.0,1039040.0,0.0873,624414.0,851775.0,964653.0,2855004.0,4091256.0,681592.0,8592505.0,0.0,11107734.0,10068694.0,0.0935,0.9329,798594.0,204293.0,1,0.0833,8,0.0,0.006994,0.0671,0.0,-70754.0,0,0.0,0.0618,0.3836
KH000022,2023-06-30,45,F,HN,120,1,2,0,13541401.0,960318.0,0.0709,12537080.0,15887708.0,-8030.0,0.0381,1,1,116493357.0,7045342.0,0,0.0,0.0,270605.0,169542148.0,537536.0,140450.0,203767.0,881753.0,0.0651,728858.0,1856670.0,636422.0,283449.0,2417902.0,169826.0,3507599.0,0.0,6974880.0,6093127.0,0.1264,0.5151,6566521.0,1725357.0,2,0.1667,1,0.0,-0.006112,0.4849,0.7169,19413.0,3,40893937.0,0.0527,-0.1078
KH000023,2023-06-30,35,M,OTHER,12,0,3,0,6363146.0,217491.0,0.0342,5985783.0,6734254.0,246834.0,0.0089,0,0,0.0,0.0,0,0.0,0.0,891673.0,76357748.0,494231.0,76105.0,167387.0,737723.0,0.1159,285474.0,738640.0,1518377.0,473056.0,1940376.0,349142.0,4280951.0,0.0,6042788.0,5305065.0,0.1221,0.9497,320358.0,87974.0,2,0.1667,4,0.0,0.008811,0.0503,0.0,-15859.0,3,55978046.0,0.2416,0.8228
KH000024,2023-06-30,41,F,HCM,23,1,4,0,9693420.0,630816.0,0.0651,8493446.0,11103229.0,-93458.0,0.0282,1,1,76684649.0,4680749.0,1,10278156.0,4786757.0,745568.0,121001794.0,186935.0,54736.0,260802.0,502473.0,0.0518,785739.0,214967.0,1982599.0,1305920.0,3803424.0,692480.0,7784423.0,4669206.0,13956808.0,13454335.0,0.036,1.4398,-4263388.0,1486646.0,4,0.3333,9,-4905044.0,-0.005348,-0.4398,0.7476,45010.0,1,15927486.0,0.1036,0.4198
KH000025,2023-06-30,46,F,OTHER,56,1,5,0,13576899.0,698714.0,0.0515,12968237.0,15887687.0,46881.0,0.0109,0,0,0.0,0.0,1,29440790.0,23147662.0,46776.0,162922783.0,477305.0,181915.0,334233.0,993453.0,0.0732,904206.0,246784.0,1552882.0,1710613.0,4728949.0,1030017.0,9022461.0,0.0,11166904.0,10173451.0,0.089,0.8225,2409995.0,265751.0,1,0.0833,2,0.0,-0.002771,0.1775,0.1807,99988.0,1,10593033.0,0.044,-0.1332
KH000026,2023-06-30,36,M,HN,6,1,1,0,7459376.0,457284.0,0.0613,7189609.0,8609288.0,-98700.0,0.1308,0,0,0.0,0.0,1,18883738.0,7311167.0,907210.0,89512507.0,625886.0,84854.0,254302.0,965042.0,0.1294,1047617.0,884725.0,1962862.0,1424357.0,1771273.0,712649.0,5871141.0,0.0,8768525.0,7803483.0,0.1101,1.1755,-1309149.0,157042.0,10,0.8333,8,-1160669.0,-0.003332,-0.1755,0.211,-29491.0,0,0.0,0.0095,0.8716
KH000027,2023-06-30,32,F,OTHER,25,1,5,0,16009580.0,918637.0,0.0574,15380819.0,16378875.0,-144178.0,0.0147,0,0,0.0,0.0,1,32115552.0,25248044.0,928485.0,192114959.0,192656.0,177893.0,309792.0,680341.0,0.0425,153717.0,1597001.0,1620772.0,1586799.0,1825287.0,313464.0,5346322.0,0.0,7777381.0,7097040.0,0.0875,0.4858,8232199.0,3396020.0,2,0.1667,0,0.0,0.004461,0.5142,0.1672,-111267.0,2,20155540.0,0.1171,0.3881
KH000028,2023-06-30,22,M,HN,8,1,4,0,9919323.0,187838.0,0.0189,9124445.0,11220253.0,27175.0,0.0486,0,0,0.0,0.0,0,0.0,0.0,-397532.0,119031871.0,551743.0,84612.0,288750.0,925105.0,0.0933,3388.0,1818286.0,2491142.0,1761510.0,2365967.0,580563.0,7199182.0,1721881.0,11667842.0,10742737.0,0.0793,1.1763,-1748519.0,261478.0,1,0.0833,3,-1632873.0,-0.009083,-0.1763,0.0,3783.0,1,18499096.0,0.2016,-0.0274
KH000029,2023-06-30,34,F,HN,7,1,3,0,11850639.0,415067.0,0.035,10596568.0,12695431.0,329145.0,0.0391,1,1,140443916.0,8518841.0,1,24094003.0,8186030.0,1069828.0,150726515.0,615193.0,144236.0,216156.0,975585.0,0.0823,453070.0,306479.0,1622857.0,1109894.0,766035.0,466984.0,3965770.0,0.0,5700904.0,4725319.0,0.1711,0.4811,6149735.0,1881258.0,2,0.1667,2,0.0,0.00438,0.5189,1.157,-1356.0,0,0.0,0.0007,0.4014
KH000030,2023-06-30,41,F,HCM,6,0,3,0,10078426.0,639147.0,0.0634,9669738.0,11683772.0,147170.0,0.0991,1,3,27446693.0,1629466.0,1,15189024.0,9660189.0,-351378.0,122570578.0,415333.0,94086.0,126666.0,636085.0,0.0631,318071.0,1853652.0,2152947.0,1378734.0,290238.0,292084.0,4114003.0,0.0,6921811.0,6285726.0,0.0919,0.6868,3156615.0,440939.0,1,0.0833,0,0.0,0.002794,0.3132,0.3525,53793.0,4,42389658.0,0.0542,-0.2082
KH000031,2023-06-30,42,M,HCM,41,1,3,0,34135852.0,2157175.0,0.0632,32308573.0,39368616.0,20534.0,0.0252,0,0,0.0,0.0,1,36076001.0,17569574.0,-2705.0,409630222.0,494007.0,75978.0,381717.0,951702.0,0.0279,1210856.0,519685.0,2509702.0,1044755.0,6293814.0,1209104.0,11057375.0,0.0,13739618.0,12787916.0,0.0693,0.4025,20396234.0,8802643.0,2,0.1667,2,0.0,0.003306,0.5975,0.0881,4648.0,3,58527805.0,0.0425,0.8801
KH000032,2023-06-30,39,M,HCM,11,1,2,0,13479801.0,249995.0,0.0185,11524147.0,14013372.0,27827.0,0.0301,1,3,151750319.0,9527750.0,0,0.0,0.0,281277.0,171285356.0,267398.0,99760.0,298744.0,665902.0,0.0494,66205.0,740756.0,2498798.0,1355293.0,732267.0,946624.0,5532982.0,0.0,7005845.0,6339943.0,0.095,0.5197,6473956.0,2238719.0,1,0.0833,1,0.0,0.011138,0.4803,0.9381,12577.0,2,14510411.0,0.0393,-0.2195
KH000033,2023-06-30,30,F,OTHER,6,0,2,1,7840040.0,331993.0,0.0423,7174820.0,8467941.0,-269424.0,0.0521,0,0,0.0,0.0,0,0.0,0.0,538362.0,94080483.0,391914.0,164090.0,333648.0,889652.0,0.1135,189834.0,1114371.0,1099834.0,150290.0,3563241.0,183701.0,4997066.0,0.0,7190923.0,6301271.0,0.1237,0.9172,649117.0,192230.0,2,0.1667,9,0.0,0.005856,0.0828,0.0,36947.0,2,18594283.0,0.1647,0.5391
KH000034,2023-06-30,22,M,HP,6,0,2,1,20065688.0,1421228.0,0.0708,19202825.0,23719656.0,-120491.0,0.0626,1,3,62138739.0,2504459.0,0,0.0,0.0,694485.0,243292713.0,226481.0,107428.0,409743.0,743652.0,0.0371,15247.0,200890.0,2867639.0,1717093.0,2428790.0,604047.0,7617569.0,0.0,8577358.0,7833706.0,0.0867,0.4275,11488330.0,1820735.0,2,0.1667,2,0.0,0.001935,0.5725,0.2581,87139.0,1,6810646.0,0.0417,0.0572
KH000035,2023-06-30,31,F,HCM,6,1,5,0,7421266.0,485427.0,0.0654,6857249.0,8215187.0,-104709.0,0.0225,0,0,0.0,0.0,0,0.0,0.0,238269.0,89055194.0,676413.0,78373.0,361043.0,1115829.0,0.1504,1054478.0,1024857.0,1468485.0,575350.0,1760859.0,532018.0,4336712.0,0.0,7531876.0,6416047.0,0.1481,1.0149,-110610.0,22189.0,4,0.3333,10,-111446.0,-0.004295,-0.0149,0.0,-77251.0,2,16987886.0,0.3186,0.4151
KH000036,2023-06-30,32,M,HN,55,1,1,0,14779487.0,748798.0,0.0507,13077754.0,16423485.0,81798.0,0.1022,1,2,68714783.0,4232571.0,0,0.0,0.0,13362.0,181586415.0,232485.0,145568.0,221446.0,599499.0,0.0406,86390.0,1074331.0,2263575.0,393939.0,609886.0,353195.0,3620595.0,0.0,5380815.0,4781316.0,0.1114,0.3641,9398672.0,1218915.0,1,0.0833,1,0.0,0.000186,0.6359,0.3874,-9458.0,3,58604344.0,0.3126,0.1705
KH000037,2023-06-30,32,M,HCM,13,1,3,0,5023776.0,122833.0,0.0245,4281002.0,5308592.0,245464.0,0.0095,0,0,0.0,0.0,1,15010028.0,6706272.0,-727330.0,60285312.0,207985.0,113474.0,254168.0,575627.0,0.1146,694707.0,1320534.0,711648.0,1314426.0,3043448.0,729158.0,5798680.0,0.0,8389548.0,7813921.0,0.0686,1.67,-3365772.0,833657.0,7,0.5833,9,-3514283.0,0.005973,-0.67,0.249,-20899.0,0,0.0,0.082,0.3265
KH000038,2023-06-30,39,F,HCM,59,1,3,0,6982750.0,228459.0,0.0327,6141106.0,7345937.0,18484.0,0.0817,1,2,61569399.0,2875682.0,0,0.0,0.0,310588.0,86668681.0,266058.0,56765.0,205444.0,528267.0,0.0757,15193.0,577742.0,873289.0,216664.0,3307781.0,213088.0,4610822.0,0.0,5732024.0,5203757.0,0.0922,0.8209,1250726.0,147243.0,2,0.1667,1,0.0,0.009797,0.1791,0.7348,3507.0,1,5564339.0,0.1605,-0.0799
KH000039,2023-06-30,50,M,DN,40,1,5,0,14546847.0,811083.0,0.0558,13521898.0,15013074.0,92103.0,0.0349,0,0,0.0,0.0,1,37271939.0,23116894.0,-76566.0,174562162.0,844425.0,57098.0,220304.0,1121827.0,0.0771,39976.0,491603.0,1013526.0,666469.0,1777250.0,248587.0,3705832.0,0.0,5359238.0,4237411.0,0.2093,0.3684,9187609.0,4588019.0,1,0.0833,0,0.0,0.00411,0.6316,0.2135,65724.0,3,26279645.0,0.3674,0.4768
KH000040,2023-06-30,35,F,HCM,43,0,1,1,19125616.0,1237402.0,0.0647,16886008.0,19782730.0,57474.0,0.0094,0,0,0.0,0.0,0,0.0,0.0,51335.0,229507391.0,410744.0,128487.0,406963.0,946194.0,0.0495,241301.0,430278.0,3509660.0,366913.0,3447263.0,888099.0,8211935.0,0.0,9829708.0,8883514.0,0.0963,0.514,9295908.0,1550339.0,2,0.1667,1,0.0,-0.002317,0.486,0.0,-23715.0,0,0.0,0.3373,0.359
KH000041,2023-06-30,33,M,CT,8,1,1,0,14049256.0,743980.0,0.053,11962617.0,14773469.0,79163.0,0.0274,1,2,104520636.0,5977612.0,1,20217776.0,10347067.0,144308.0,174568685.0,397334.0,59255.0,157126.0,613715.0,0.0437,732421.0,1104959.0,1116930.0,1889396.0,3693147.0,1030204.0,7729677.0,0.0,10180772.0,9567057.0,0.0603,0.7246,3868484.0,1747895.0,1,0.0833,1,0.0,-0.000877,0.2754,0.7399,-25463.0,0,0.0,0.1486,0.1673
KH000042,2023-06-30,32,M,HN,7,1,5,0,12395964.0,467037.0,0.0377,10649301.0,12675153.0,52631.0,0.0783,0,0,0.0,0.0,0,0.0,0.0,-122747.0,148751573.0,518633.0,128547.0,370723.0,1017903.0,0.0821,273937.0,389026.0,958479.0,156919.0,2184016.0,459554.0,3758968.0,0.0,5439834.0,4421931.0,0.1871,0.4388,6956130.0,1947036.0,0,0.0,1,0.0,-0.00384,0.5612,0.0,7103.0,2,30156958.0,0.0091,0.7878
KH000043,2023-06-30,35,F,DN,19,1,3,0,11328500.0,570547.0,0.0504,10188627.0,13583004.0,128230.0,0.0352,1,1,95433293.0,5883793.0,1,16094744.0,11837846.0,13347.0,141825787.0,868695.0,103342.0,357203.0,1329240.0,0.1173,423102.0,456150.0,1877219.0,640284.0,3492830.0,570056.0,6580389.0,4785803.0,13574684.0,12245444.0,0.0979,1.1983,-2246184.0,685315.0,9,0.75,4,-1798169.0,0.006618,-0.1983,0.8204,-42816.0,1,12867831.0,0.0548,0.7203
KH000044,2023-06-30,28,F,DN,12,1,4,0,6294951.0,64634.0,0.0103,5731084.0,6913573.0,-91551.0,0.0006,1,3,44664692.0,2932329.0,0,0.0,0.0,-29022.0,78471742.0,562931.0,182282.0,193147.0,938360.0,0.1491,379474.0,1685200.0,1570305.0,1224539.0,2699011.0,317620.0,5811475.0,3489822.0,12304331.0,11365971.0,0.0763,1.9546,-6009380.0,1319648.0,11,0.9167,4,-6387311.0,0.007112,-0.9546,0.5913,10318.0,3,55012097.0,0.0561,-0.2702
KH000045,2023-06-30,35,F,HN,17,0,4,0,9399409.0,578002.0,0.0615,8917029.0,10278129.0,227399.0,0.243,1,3,99059350.0,6520154.0,1,27344622.0,17956883.0,31402.0,119313068.0,797281.0,155735.0,198689.0,1151705.0,0.1225,627930.0,989517.0,335824.0,1199480.0,704371.0,196359.0,2436034.0,0.0,5205186.0,4053481.0,0.2213,0.5538,4194223.0,605849.0,1,0.0833,1,0.0,0.006163,0.4462,1.1207,-75484.0,2,22318472.0,0.0157,0.4799
KH000046,2023-06-30,38,F,OTHER,6,0,1,0,10316960.0,712672.0,0.0691,9495648.0,11612717.0,-163295.0,0.0275,1,2,56546006.0,3475075.0,1,20688987.0,9741013.0,-493079.0,127278591.0,294173.0,85408.0,311497.0,691078.0,0.067,35502.0,1938049.0,3377243.0,1737210.0,4034440.0,404807.0,9553700.0,0.0,12218329.0,11527251.0,0.0566,1.1843,-1901369.0,603080.0,9,0.75,9,-1607825.0,0.002397,-0.1843,0.6239,70032.0,2,20367036.0,0.1121,0.5788
KH000047,2023-06-30,36,F,DN,85,1,1,0,23159341.0,306307.0,0.0132,22030261.0,27187759.0,-264047.0,0.027,0,0,0.0,0.0,1,51795529.0,25051112.0,-679531.0,277912087.0,376972.0,186229.0,205956.0,769157.0,0.0332,31293.0,377716.0,1528478.0,431116.0,3562959.0,780558.0,6303111.0,0.0,7481277.0,6712120.0,0.1028,0.323,15678064.0,2966387.0,1,0.0833,2,0.0,0.002154,0.677,0.1864,-21060.0,3,34832744.0,0.1635,0.6643
KH000048,2023-06-30,38,F,DN,6,1,3,0,15092868.0,572957.0,0.038,13122883.0,17196805.0,88032.0,0.0889,0,0,0.0,0.0,0,0.0,0.0,-91551.0,181114415.0,542535.0,142634.0,347714.0,1032883.0,0.0684,1578277.0,1545863.0,2341197.0,1896323.0,3519032.0,263703.0,8020255.0,1742942.0,13920220.0,12887337.0,0.0742,0.9223,1172648.0,510606.0,2,0.1667,6,0.0,0.006343,0.0777,0.0,-62858.0,3,37521116.0,0.0173,0.3775
KH000049,2023-06-30,38,M,HCM,6,1,1,0,5555910.0,385652.0,0.0694,4975540.0,5880960.0,35149.0,0.0718,1,2,15747298.0,1055530.0,0,0.0,0.0,317031.0,67726450.0,299533.0,93886.0,273816.0,667235.0,0.1201,750397.0,461353.0,774532.0,1945719.0,395152.0,213863.0,3329266.0,4636806.0,9845057.0,9177822.0,0.0678,1.772,-4289147.0,789139.0,3,0.25,8,-4484670.0,0.004357,-0.772,0.2362,-24487.0,0,0.0,0.0241,-0.0193
